"Número Processo -  Formatado","URL Portal Transparência","Data Criação Processo","Objeto Processo","URL Documentos Processo","Código Órgão/Entidade Pedido","Nome Órgão/Entidade Pedido","Situação Processo","Procedimento Contratação - Detalhamento 1","Número Contrato","Contrato_TermoAditivo Arquivos","Código Órgão/Entidade Contratante","Nome Órgão/Entidade Contratante","Data Publicação Contrato","Data Início Vigência Contrato","Data Limite Vigência Contrato","Data Término Vigência Contrato","CNPJ/CPF Fornecedor - Formatado","Nome Empresarial/Nome Fornecedor","Processo SEI","URL Processo SEI","Código Item Material/Serviço - Numérico","Item Material/Serviço","Código Unidade Orçamentária","Nome Unidade Orçamentária","Descrição Linha Fornecimento","Cidade Entrega Item","Quantidade Homologada","Valor Unitário Referência Item Processo","Valor Unitário Homologado Item Processo","Valor Total Referência Item Processo","Valor Total Homologado"
"0250073 000044/2020","NA","03/07/2020","ESTANTES GAVETEIRO PARA A FARMACIA do Hospital Campanha de Minas Gerais","NA","1250","POLICIA MILITAR DE MINAS GERAIS","Concluído","Dispensa de Licitação","0","","","","","","","","19.268.450/0001-98","PLASKOM COMERCIO DE PRODUTOS PLASTICOS E EQUIPAMENTOS LTDA","NA","NA","340049","CAIXA PLASTICA - TIPO DO PLASTICO: POLIPROPILENO DE ALTA DENSIDADE, COR PRETA; MEDIDAS: 25CM COMPRIMENTO X 1,5CM LARGURA X 12CM ALTURA; TAMPA: BIN, COM ENCAIXES LATERAIS, NUMERO 5;","1251","POLICIA MILITAR DO ESTADO DE MINAS GERAIS","MATERIAL PARA ACONDICIONAMENTO E EMBALAGENS","Belo Horizonte                          ","120,0000","3,0000","3,0000","360,00","360,00"
"0250073 000044/2020","NA","03/07/2020","ESTANTES GAVETEIRO PARA A FARMACIA do Hospital Campanha de Minas Gerais","NA","1250","POLICIA MILITAR DE MINAS GERAIS","Concluído","Dispensa de Licitação","0","","","","","","","","19.268.450/0001-98","PLASKOM COMERCIO DE PRODUTOS PLASTICOS E EQUIPAMENTOS LTDA","NA","NA","1089960","CAIXA PLASTICA - TIPO DO PLASTICO: POLIPROPILENO DE ALTA DENSIDADE, NA COR PRETA; MEDIDAS: 57,5CM(COMPRIMENTO)X39CM(LARGURA)X23CM(ALTURA); TIPO: SEM TAMPA; BIN, COM ENCAIXES LATERAIS, NUMERO 9;","1251","POLICIA MILITAR DO ESTADO DE MINAS GERAIS","MATERIAL PARA ACONDICIONAMENTO E EMBALAGENS","Belo Horizonte                          ","30,0000","18,0000","18,0000","540,00","540,00"
"0250073 000044/2020","NA","03/07/2020","ESTANTES GAVETEIRO PARA A FARMACIA do Hospital Campanha de Minas Gerais","NA","1250","POLICIA MILITAR DE MINAS GERAIS","Concluído","Dispensa de Licitação","0","","","","","","","","19.268.450/0001-98","PLASKOM COMERCIO DE PRODUTOS PLASTICOS E EQUIPAMENTOS LTDA","NA","NA","1583174","CAIXA PLASTICA - TIPO DO PLASTICO: POLIPROPILENO; MEDIDAS: 150 X 182 X 280 MM ( ALT X LARG X COMP); TAMPA: SEM TAMPA( BIN, COM ENCAIXES LATERAIS, NUMERO 6);","1251","POLICIA MILITAR DO ESTADO DE MINAS GERAIS","MATERIAL PARA ACONDICIONAMENTO E EMBALAGENS","Belo Horizonte                          ","100,0000","5,0000","5,0000","500,00","500,00"
"0250073 000044/2020","NA","03/07/2020","ESTANTES GAVETEIRO PARA A FARMACIA do Hospital Campanha de Minas Gerais","NA","1250","POLICIA MILITAR DE MINAS GERAIS","Concluído","Dispensa de Licitação","0","","","","","","","","19.268.450/0001-98","PLASKOM COMERCIO DE PRODUTOS PLASTICOS E EQUIPAMENTOS LTDA","NA","NA","1583182","CAIXA PLASTICA - TIPO DO PLASTICO: POLIPROPILENO; MEDIDAS: 185 X 317 X 430 MM (ALT X LARG X COMP); TAMPA: SEM TAMPA( BIN, COM ENCAIXES LATERAIS, NUMERO 8);","1251","POLICIA MILITAR DO ESTADO DE MINAS GERAIS","MATERIAL PARA ACONDICIONAMENTO E EMBALAGENS","Belo Horizonte                          ","60,0000","9,5000","9,5000","570,00","570,00"
"0250073 000044/2020","NA","03/07/2020","ESTANTES GAVETEIRO PARA A FARMACIA do Hospital Campanha de Minas Gerais","NA","1250","POLICIA MILITAR DE MINAS GERAIS","Concluído","Dispensa de Licitação","0","","","","","","","","19.268.450/0001-98","PLASKOM COMERCIO DE PRODUTOS PLASTICOS E EQUIPAMENTOS LTDA","NA","NA","1583662","CAIXA PLASTICA - TIPO DO PLASTICO: POLIPROPILENO; MEDIDAS: 175 X 220 X 340 MM (ALT.XLARG.XCOMP.); TAMPA: SEM TAMPA EMPILHAVEL BIN NUMERO 07;","1251","POLICIA MILITAR DO ESTADO DE MINAS GERAIS","MATERIAL PARA ACONDICIONAMENTO E EMBALAGENS","Belo Horizonte                          ","40,0000","5,1000","5,1000","204,00","204,00"
"0250073 000044/2020","NA","03/07/2020","ESTANTES GAVETEIRO PARA A FARMACIA do Hospital Campanha de Minas Gerais","NA","1250","POLICIA MILITAR DE MINAS GERAIS","Concluído","Dispensa de Licitação","0","","","","","","","","19.268.450/0001-98","PLASKOM COMERCIO DE PRODUTOS PLASTICOS E EQUIPAMENTOS LTDA","NA","NA","1765337","ESTANTE PARA ALMOXARIFADO - MATERIA-PRIMA: ACO COM PINTURA EPOXI; COMPOSICAO: PARA 32 CAIXAS BIN N. 4 ; TIPO:  COM TRAVESSAS PARA APOIAR AS CAIXAS BIN; COLUNA:  ACO COM PINTURA EPOXI; DIMENSOES: 660 MM X 1000 MM X 160 MM (AXLXP), APROXIMADAMENTE;","1251","POLICIA MILITAR DO ESTADO DE MINAS GERAIS","MOBILIARIO, COMPONENTES E PECAS","Belo Horizonte                          ","1,0000","180,0000","180,0000","180,00","180,00"
"0250073 000044/2020","NA","03/07/2020","ESTANTES GAVETEIRO PARA A FARMACIA do Hospital Campanha de Minas Gerais","NA","1250","POLICIA MILITAR DE MINAS GERAIS","Concluído","Dispensa de Licitação","0","","","","","","","","19.268.450/0001-98","PLASKOM COMERCIO DE PRODUTOS PLASTICOS E EQUIPAMENTOS LTDA","NA","NA","1765353","ESTANTE PARA ALMOXARIFADO - MATERIA-PRIMA: ACO COM PINTURA EPOXI; COMPOSICAO: PARA 24 CAIXAS BIN N. 5; TIPO: COM TRAVESSAS PARA APOIAR AS CAIXAS BIN; COLUNA: ACO COM PINTURA EPOXI; DIMENSOES: 1500 MM X 530 MM X 250 MM (AXLXP), APROXIMADAMENTE;","1251","POLICIA MILITAR DO ESTADO DE MINAS GERAIS","MOBILIARIO, COMPONENTES E PECAS","Belo Horizonte                          ","4,0000","170,0000","170,0000","680,00","680,00"
"0250073 000044/2020","NA","03/07/2020","ESTANTES GAVETEIRO PARA A FARMACIA do Hospital Campanha de Minas Gerais","NA","1250","POLICIA MILITAR DE MINAS GERAIS","Concluído","Dispensa de Licitação","0","","","","","","","","19.268.450/0001-98","PLASKOM COMERCIO DE PRODUTOS PLASTICOS E EQUIPAMENTOS LTDA","NA","NA","1765361","ESTANTE PARA ALMOXARIFADO - MATERIA-PRIMA: ACO COM PINTURA EPOX; COMPOSICAO: PARA 21 CAIXAS BIN N. 8 ; TIPO: COM TRAVESSAS PARA APOIAR AS CAIXAS BIN; COLUNA: ACO COM PINTURA EPOXI; DIMENSOES: 2000 MM X 1000 MM X 340 MM (AXLP), APROXIMADAMENTE;","1251","POLICIA MILITAR DO ESTADO DE MINAS GERAIS","MOBILIARIO, COMPONENTES E PECAS","Belo Horizonte                          ","2,0000","343,0000","343,0000","686,00","686,00"
"0250073 000044/2020","NA","03/07/2020","ESTANTES GAVETEIRO PARA A FARMACIA do Hospital Campanha de Minas Gerais","NA","1250","POLICIA MILITAR DE MINAS GERAIS","Concluído","Dispensa de Licitação","0","","","","","","","","19.268.450/0001-98","PLASKOM COMERCIO DE PRODUTOS PLASTICOS E EQUIPAMENTOS LTDA","NA","NA","1765370","ESTANTE PARA ALMOXARIFADO - MATERIA-PRIMA:  ACO COM PINTURA EPOXI; COMPOSICAO: PARA 10 CAIXAS BIN N. 9 ; TIPO: OM TRAVESSAS PARA APOIAR AS CAIXAS BIN; COLUNA:  ACO COM PINTURA EPOXI; DIMENSOES: 1500 MM X 1000 MM X 340 MM (AXLXP),APROXIMADAMENTE;","1251","POLICIA MILITAR DO ESTADO DE MINAS GERAIS","MOBILIARIO, COMPONENTES E PECAS","Belo Horizonte                          ","3,0000","338,0000","338,0000","1.014,00","1.014,00"
"0250073 000046/2020","NA","06/07/2020","Transporte de pacientes adultos em UTI Movel e Ambulancia Suporte Basico para o Hospital Campanha de Minas Gerais.","NA","1250","POLICIA MILITAR DE MINAS GERAIS","Concluído","Dispensa de Licitação","0","","","","","","","","11.263.858/0001-65","OUROMED SERVICO MOVEL DE SAUDE LTDA - EPP","NA","NA","60380","TRANSPORTE DE PACIENTE EM AMBULANCIA TIPO D, UTI MOVEL","1251","POLICIA MILITAR DO ESTADO DE MINAS GERAIS","SERVICOS DE TRANSPORTE DE PASSAGEIROS","Belo Horizonte                          ","0,0000","222.282,0000","222.282,0000","222.282,00","222.282,00"
"0250073 000046/2020","NA","06/07/2020","Transporte de pacientes adultos em UTI Movel e Ambulancia Suporte Basico para o Hospital Campanha de Minas Gerais.","NA","1250","POLICIA MILITAR DE MINAS GERAIS","Concluído","Dispensa de Licitação","0","","","","","","","","11.263.858/0001-65","OUROMED SERVICO MOVEL DE SAUDE LTDA - EPP","NA","NA","60500","TRANSPORTE DE PACIENTE EM AMBULANCIA TIPO B, TRANSPORTE BASICO","1251","POLICIA MILITAR DO ESTADO DE MINAS GERAIS","SERVICOS DE TRANSPORTE DE PASSAGEIROS","Belo Horizonte                          ","0,0000","376.173,0000","376.173,0000","376.173,00","376.173,00"
"0500005 000009/2020","NA","13/02/2020","Sistema de exaustão e filtragem do ar para o Hospital Eduardo de Menezes","NA","2270","FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS","Concluído","Dispensa de Licitação","0","","","","","","","","09.610.464/0001-94","CONTROLAR INDUSTRIA E COMERCIO DE FILTROS E EQUIPAMENTOS EIRELI","NA","NA","1746723","UNIDADE DE VENTILACAO ESTERIL - MATERIA-PRIMA: CHAPA DE ACO CARBONO, TRATAMENTO ANTICORROSIVO ; FILTRO: HEPA,  EFICIENCIA 99,995%, CLASSE H14; MOTO-VENTILADOR: 220 V, 1F, 60 HZ, EQUIPADO COM PROTECAO TERMICA;","2271","FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS","EQUIPAMENTO MEDICO-HOSPITALAR, COMPONENTES E ACESSORIOS","MINAS GERAIS","8,0000","6.890,0000","6.890,0000","55.120,00","55.120,00"
"0500005 000054/2020","NA","28/05/2020","Medicamento Norepinefrina 2 mg/ml, ampola 4 ml.","NA","2270","FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS","Concluído","Dispensa de Licitação","0","","","","","","","","18.269.125/0001-87","BIOHOSP PRODUTOS HOSPITALARES SA","NA","NA","1487353","NOREPINEFRINA - PRINCIPIO ATIVO: NOREPINEFRINA, HEMITARTARATO; CONCENTRACAO/DOSAGEM: 2 MG/ML; FORMA FARMACEUTICA: SOLUCAO INJETAVEL; APRESENTACAO: AMPOLA 4 ML; COMPONENTE: .;","2271","FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS","MEDICAMENTOS ALOPATICOS","MINAS GERAIS","33.000,0000","8,0000","8,0000","264.000,00","264.000,00"
"0500005 000066/2020","NA","22/06/2020","Aquisição de Papel Toalha, relativo a Curva A.","NA","2270","FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS","Concluído","Dispensa de Licitação","0","","","","","","","","09.400.443/0001-44","OFICIAL PAPER INDUSTRIA E COMERCIO EIRELI - EPP","NA","NA","1686372","PAPEL TOALHA - FOLHA: SIMPLES; COMPOSICAO: 100% CELULOSE VIRGEM, BRANCA; TIPO: INTERFOLHADO, 2 DOBRAS; DIMENSOES (L X C ): 23 CM X 23 CM; ACABAMENTO: LISO; APRESENTACAO: EMBALAGEM 1.250 FOLHAS;","2271","FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS","ARTIGOS, UTENSILIOS PARA HIGIENE PESSOAL","MINAS GERAIS","24.000,0000","10,0000","10,0000","240.000,00","240.000,00"
"0500005 000072/2020","NA","29/06/2020","Aquisição, montagem e instalação de central de vácuo para o Hospital Eduardo de Menezes - HEM","NA","2270","FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS","Concluído","Dispensa de Licitação","0","","","","","","","","06.025.158/0001-00","OX-GENIUM EQUIPAMENTOS MEDICOS HOSPITALARES LTDA EPP","NA","NA","685917","SISTEMA DE VACUO CLINICO -","2271","FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS","EQUIPAMENTO MEDICO-HOSPITALAR, COMPONENTES E ACESSORIOS","MINAS GERAIS","1,0000","175.000,0000","175.000,0000","175.000,00","175.000,00"
"0500005 000073/2020","NA","30/06/2020","Sistema de Geração de Ar Comprimido Medicinal","NA","2270","FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS","Concluído","Dispensa de Licitação","9251810","https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=163651","2270","FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS","04/07/20","04/07/20","","30/12/20","00.331.788/0031-34","AIR LIQUIDE BRASIL LTDA","NA","NA","18880","LOCACAO DE EQUIPAMENTOS PARA REDE DE AR COMPRIMIDO","2271","FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS","LOCACAO DE TANQUES, CILINDROS E EQUIPAMENTOS PARA SISTEMA CENTRALIZADODE GASES","MINAS GERAIS","0,0000","37.200,0000","37.200,0000","37.200,00","37.200,00"
"0505022 000022/2020","NA","08/05/2020","PLACA DE ACRÍLICO.","NA","2270","FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS","Concluído","Dispensa de Licitação - Por valor","0","","","","","","","","71.402.192/0001-00","DEPOSITO E ELETRICA INCONFIDENTES LTDA - ME","NA","NA","1758136","CHAPA DE ACRILICO - MATERIA PRIMA: POLIMEROS; DIMENSAO: 100 CM X 150 CM, ESPESSURA 2 MM; SUPERFICIE: LISA; COR:  TRANSPARENTE ; APLICACAO: LOCAIS ATENDIMENTO AO PUBLICO;","2271","FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS","MATERIAIS PARA CONSTRUCAO","Belo Horizonte                          ","6,0000","259,4150","200,0000","1.556,49","1.200,00"
"0505022 000024/2020","NA","15/05/2020","PLACAS DE ACRÍLICO","NA","2270","FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS","Concluído","Dispensa de Licitação - Por valor","0","","","","","","","","41.658.519/0001-49","CENTRAL SUPRIMENTOS LTDA -ME","NA","NA","1759833","CHAPA DE ACRILICO - MATERIA PRIMA: ACRILICO; DIMENSAO: 196 CM X 79 CM,  ESPESSURA 5MM; SUPERFICIE: LISA; COR:  TRANSPARENTE, CRISTAL, INCOLOR; APLICACAO:  PROTECAO DE LOCAIS DE ATENDIMENTOS AO PUBLICO;","2271","FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS","MATERIAIS PARA CONSTRUCAO","Belo Horizonte                          ","1,0000","605,0000","796,0000","605,00","796,00"
"0505022 000024/2020","NA","15/05/2020","PLACAS DE ACRÍLICO","NA","2270","FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS","Concluído","Dispensa de Licitação - Por valor","0","","","","","","","","41.658.519/0001-49","CENTRAL SUPRIMENTOS LTDA -ME","NA","NA","1759841","CHAPA DE ACRILICO - MATERIA PRIMA: ACRILICO; DIMENSAO: 218 CM X 89 CM,  ESPESSURA 5MM; SUPERFICIE: LISA; COR:  TRANSPARENTE, CRISTAL, INCOLOR; APLICACAO:  PROTECAO DE LOCAIS DE ATENDIMENTOS AO PUBLICO;","2271","FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS","MATERIAIS PARA CONSTRUCAO","Belo Horizonte                          ","1,0000","880,0000","839,7000","880,00","839,70"
"0510037 000125/2020","NA","26/03/2020","MANUTENÇÃO CORRETIVA EM VENTILADORES PULMONARES DA MARCA DIXTAL.","NA","2270","FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS","Concluído","Dispensa de Licitação","0","","","","","","","","02.873.047/0001-95","VITAE TECNOLOGIA EM MEDICINA LTDA - EPP","NA","NA","10758","MANUTENCAO, REPARO, CONSERVACAO E ADAPTACAO EM EQUIPAMENTOS E INSTRUMENTOS HOSPITALARES","2271","FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS","MANUTENCAO EM EQUIPAMENTO MEDICO, HOSPITALAR, ODONTOLOGICO E DE       LABORATORIO","MINAS GERAIS","0,0000","13.110,0000","13.110,0000","13.110,00","13.110,00"
"0510037 000125/2020","NA","26/03/2020","MANUTENÇÃO CORRETIVA EM VENTILADORES PULMONARES DA MARCA DIXTAL.","NA","2270","FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS","Concluído","Dispensa de Licitação","0","","","","","","","","02.873.047/0001-95","VITAE TECNOLOGIA EM MEDICINA LTDA - EPP","NA","NA","340669","DISPLAY PARA EQUIPAMENTOS MEDICO-HOSPITALARES - IDENTIFICACAO: DISPLAY LED C/ KIT FIXACAO P/ TECLADO NOVO  GRAPH; EQUIPAMENTO: VENTILADOR; MARCA/MODELO: DIXTAL/DX-3010; REFERENCIA: DR-0004U-2 / 4329R2V;","2271","FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS","EQUIPAMENTO MEDICO-HOSPITALAR, COMPONENTES E ACESSORIOS","MINAS GERAIS","1,0000","8.929,8000","8.929,8000","8.929,80","8.929,80"
"0510037 000125/2020","NA","26/03/2020","MANUTENÇÃO CORRETIVA EM VENTILADORES PULMONARES DA MARCA DIXTAL.","NA","2270","FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS","Concluído","Dispensa de Licitação","0","","","","","","","","02.873.047/0001-95","VITAE TECNOLOGIA EM MEDICINA LTDA - EPP","NA","NA","424170","BATERIA PARA EQUIPAMENTO MEDICO/HOSPITALAR - TENSAO: 11.1 VOLTS; CORRENTE: 7.8 AH; REFERENCIA: DR-2003A-0 / 4152R1V; EQUIPAMENTO: VENTILADOR DIXTAL/DX-3012;","2271","FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS","EQUIPAMENTO MEDICO-HOSPITALAR, COMPONENTES E ACESSORIOS","MINAS GERAIS","10,0000","1.500,6000","1.500,6000","15.006,00","15.006,00"
"0510037 000125/2020","NA","26/03/2020","MANUTENÇÃO CORRETIVA EM VENTILADORES PULMONARES DA MARCA DIXTAL.","NA","2270","FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS","Concluído","Dispensa de Licitação","0","","","","","","","","02.873.047/0001-95","VITAE TECNOLOGIA EM MEDICINA LTDA - EPP","NA","NA","1139886","KIT PARA EQUIPAMENTOS MEDICO-HOSPITALARES - IDENTIFICACAO: KIT PNEUMOTACOGRAFO (TS/ADV.); EQUIPAMENTO: VENTILADOR; MARCA/MODELO: DIXTAL/DX-3012-3020; REFERENCIA: 3696R1V;","2271","FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS","EQUIPAMENTO MEDICO-HOSPITALAR, COMPONENTES E ACESSORIOS","MINAS GERAIS","3,0000","1.631,8000","1.631,8000","4.895,40","4.895,40"
"0510037 000125/2020","NA","26/03/2020","MANUTENÇÃO CORRETIVA EM VENTILADORES PULMONARES DA MARCA DIXTAL.","NA","2270","FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS","Concluído","Dispensa de Licitação","0","","","","","","","","02.873.047/0001-95","VITAE TECNOLOGIA EM MEDICINA LTDA - EPP","NA","NA","1145800","KIT PARA EQUIPAMENTOS MEDICO-HOSPITALARES - IDENTIFICACAO: KIT REG. DE AR - 2.8KG/CM2 + VALV. PROPORCIONAL; EQUIPAMENTO: VENTILADOR; MARCA/MODELO: DIXTAL/DX-3012; REFERENCIA: DR-2001C-0 / 3714R1V;","2271","FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS","EQUIPAMENTO MEDICO-HOSPITALAR, COMPONENTES E ACESSORIOS","MINAS GERAIS","4,0000","4.198,4000","4.198,4000","16.793,60","16.793,60"
"0510037 000125/2020","NA","26/03/2020","MANUTENÇÃO CORRETIVA EM VENTILADORES PULMONARES DA MARCA DIXTAL.","NA","2270","FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS","Concluído","Dispensa de Licitação","0","","","","","","","","02.873.047/0001-95","VITAE TECNOLOGIA EM MEDICINA LTDA - EPP","NA","NA","1145860","KIT PARA EQUIPAMENTOS MEDICO-HOSPITALARES - IDENTIFICACAO: KIT REG. DE O2 - 2.8KG/CM2 + VALV. PROPORCIONAL; EQUIPAMENTO: VENTILADOR; MARCA/MODELO: DIXTAL/DX-3012; REFERENCIA: DR-2001D-0 / 3715R1V;","2271","FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS","EQUIPAMENTO MEDICO-HOSPITALAR, COMPONENTES E ACESSORIOS","MINAS GERAIS","3,0000","4.190,2000","4.190,2000","12.570,60","12.570,60"
"0510037 000125/2020","NA","26/03/2020","MANUTENÇÃO CORRETIVA EM VENTILADORES PULMONARES DA MARCA DIXTAL.","NA","2270","FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS","Concluído","Dispensa de Licitação","0","","","","","","","","02.873.047/0001-95","VITAE TECNOLOGIA EM MEDICINA LTDA - EPP","NA","NA","1145908","PLACA PARA EQUIPAMENTOS MED/HOSP. - IDENTIFICACAO: PLACA TECLADO COM ENCODER ; EQUIPAMENTO: VENTILADOR PULMONAR; MARCA/MODELO: DIXTAL/DX-3012; REFERENCIA: 3717R1V;","2271","FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS","EQUIPAMENTO MEDICO-HOSPITALAR, COMPONENTES E ACESSORIOS","MINAS GERAIS","1,0000","2.517,4000","2.517,4000","2.517,40","2.517,40"
"0510037 000125/2020","NA","26/03/2020","MANUTENÇÃO CORRETIVA EM VENTILADORES PULMONARES DA MARCA DIXTAL.","NA","2270","FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS","Concluído","Dispensa de Licitação","0","","","","","","","","02.873.047/0001-95","VITAE TECNOLOGIA EM MEDICINA LTDA - EPP","NA","NA","1176641","PLACA PARA EQUIPAMENTOS MED/HOSP. - IDENTIFICACAO: PLACA CPU C/ADAPT. LCD-LED; EQUIPAMENTO: VENTILADOR; MARCA/MODELO: DISTAL/DX-3012; REFERENCIA: DR-2003C-0 / 4203R1V;","2271","FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS","EQUIPAMENTO MEDICO-HOSPITALAR, COMPONENTES E ACESSORIOS","MINAS GERAIS","3,0000","10.651,8000","10.651,8000","31.955,40","31.955,40"
"0510037 000125/2020","NA","26/03/2020","MANUTENÇÃO CORRETIVA EM VENTILADORES PULMONARES DA MARCA DIXTAL.","NA","2270","FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS","Concluído","Dispensa de Licitação","0","","","","","","","","02.873.047/0001-95","VITAE TECNOLOGIA EM MEDICINA LTDA - EPP","NA","NA","1207334","MICRO VENTILADOR PARA EQUIPAMENTOS MED./HOSP - EQUIPAMENTO: VENTILADOR 6X6CM 12V; MARCA/MODELO: DIXTAL/DX-3010-3012; REFERENCIA: DR-0000H-0 / 2330R1V;","2271","FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS","EQUIPAMENTO MEDICO-HOSPITALAR, COMPONENTES E ACESSORIOS","MINAS GERAIS","15,0000","50,8400","50,8400","762,60","762,60"
"0510037 000125/2020","NA","26/03/2020","MANUTENÇÃO CORRETIVA EM VENTILADORES PULMONARES DA MARCA DIXTAL.","NA","2270","FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS","Concluído","Dispensa de Licitação","0","","","","","","","","02.873.047/0001-95","VITAE TECNOLOGIA EM MEDICINA LTDA - EPP","NA","NA","1266446","JUNTA PARA EQUIPAMENTOS MEDICO-HOSPITALARES - IDENTIFICACAO: JUNTA DE FECHAMENTO; EQUIPAMENTO: VENTILADOR; MARCA/MODELO: DIXTAL/DX-3010-3012; REFERENCIA: DR-0000G-0 / 2391R1V;","2271","FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS","EQUIPAMENTO MEDICO-HOSPITALAR, COMPONENTES E ACESSORIOS","MINAS GERAIS","15,0000","42,6400","42,6400","639,60","639,60"
"0510037 000125/2020","NA","26/03/2020","MANUTENÇÃO CORRETIVA EM VENTILADORES PULMONARES DA MARCA DIXTAL.","NA","2270","FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS","Concluído","Dispensa de Licitação","0","","","","","","","","02.873.047/0001-95","VITAE TECNOLOGIA EM MEDICINA LTDA - EPP","NA","NA","1337009","CONJUNTO PARA EQUIPAMENTOS MEDICO-HOSPITALARES - IDENTIFICACAO: CONJUNTO (SUBCONJUNTO) CONTROLE DE GASES(KIT PNEUMATOGRAFO); EQUIPAMENTO: VENTILADOR PULMONAR; MARCA/MODELO: DIXTAL/DX-3010; REFERENCIA: DR-0005Q-0;","2271","FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS","EQUIPAMENTO MEDICO-HOSPITALAR, COMPONENTES E ACESSORIOS","MINAS GERAIS","2,0000","1.615,4000","1.615,4000","3.230,80","3.230,80"
"0510037 000125/2020","NA","26/03/2020","MANUTENÇÃO CORRETIVA EM VENTILADORES PULMONARES DA MARCA DIXTAL.","NA","2270","FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS","Concluído","Dispensa de Licitação","0","","","","","","","","02.873.047/0001-95","VITAE TECNOLOGIA EM MEDICINA LTDA - EPP","NA","NA","1344072","VALVULA PARA EQUIPAMENTOS MEDICO-HOSPITALARES - IDENTIFICACAO: VALVULA KIT VALVULA REG. O2 + VALVULA PROPORCIONAL - GRAPH; EQUIPAMENTO: VENTILADOR PULMONAR; MARCA/MODELO: DIXTAL/DX-3010/3012; REFERENCIA: 3713R1V /  DR-0005U-0;","2271","FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS","EQUIPAMENTO MEDICO-HOSPITALAR, COMPONENTES E ACESSORIOS","MINAS GERAIS","1,0000","4.370,6000","4.370,6000","4.370,60","4.370,60"
"0510037 000125/2020","NA","26/03/2020","MANUTENÇÃO CORRETIVA EM VENTILADORES PULMONARES DA MARCA DIXTAL.","NA","2270","FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS","Concluído","Dispensa de Licitação","0","","","","","","","","02.873.047/0001-95","VITAE TECNOLOGIA EM MEDICINA LTDA - EPP","NA","NA","1559222","PLACA PARA EQUIPAMENTOS MED/HOSP. - IDENTIFICACAO: PLACA FONTE PRINCIPAL - GRAPH; EQUIPAMENTO: VENTILADOR PULMONAR; MARCA/MODELO: DIXTAL/DX3010; REFERENCIA: 3711R1V;","2271","FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS","EQUIPAMENTO MEDICO-HOSPITALAR, COMPONENTES E ACESSORIOS","MINAS GERAIS","1,0000","1.656,4000","1.656,4000","1.656,40","1.656,40"
